Time'QW   0'DW  10'DW  11'DW  12'DW  13'DW  14'DW  15'DW  16'DW  17'DW  90'DW  91'DW  92'DW 163'DW 165'DW 166'
 8: 7:20,721'F53A'+01333'-00070'+00791'+07816'+07642'+00172'+00251'+01519'+01872'+00000'+02134'+00289'+00289'+00289'
 8: 7:20,991'F53A'+01334'-00070'+00791'+07817'+07642'+00172'+00251'+01519'+01872'+00000'+02134'+00288'+00288'+00288'
 8: 7:21,247'F53A'+01336'-00070'+00791'+07817'+07642'+00171'+00251'+01519'+01872'+00000'+02133'+00288'+00288'+00288'
 8: 7:21,517'F53A'+01337'-00070'+00791'+07817'+07642'+00171'+00251'+01519'+01872'+00000'+02133'+00288'+00288'+00288'
 8: 7:21,787'F53A'+01339'-00070'+00791'+07817'+07642'+00171'+00251'+01519'+01872'+00000'+02133'+00288'+00288'+00288'
 8: 7:22, 43'F53A'+01340'-00070'+00791'+07816'+07642'+00171'+00251'+01519'+01872'+00000'+02133'+00288'+00288'+00288'
 8: 7:22,298'F53A'+01341'-00070'+00791'+07817'+07644'+00171'+00251'+01519'+01872'+00000'+02133'+00288'+00288'+00288'
 8: 7:22,569'F53A'+01343'-00069'+00791'+07817'+07642'+00170'+00251'+01519'+01872'+00000'+02133'+00287'+00287'+00287'
 8: 7:22,854'F53A'+01344'-00069'+00791'+07817'+07642'+00170'+00251'+01519'+01872'+00000'+02133'+00287'+00287'+00287'
 8: 7:23, 94'F53A'+01346'-00069'+00791'+07817'+07642'+00170'+00251'+01519'+01872'+00000'+02133'+00287'+00287'+00287'
 8: 7:23,350'F53A'+01347'-00069'+00791'+07817'+07642'+00170'+00251'+01519'+01872'+00000'+02133'+00287'+00287'+00287'
 8: 7:23,620'F53A'+01349'-00069'+00788'+07817'+07642'+00169'+00251'+01519'+01872'+00000'+02132'+00287'+00287'+00287'
 8: 7:23,875'F53A'+01350'-00069'+00788'+07817'+07642'+00169'+00251'+01519'+01872'+00000'+02132'+00287'+00287'+00287'
 8: 7:24,146'F53A'+01351'-00069'+00788'+07817'+07642'+00169'+00251'+01519'+01872'+00000'+02132'+00286'+00286'+00286'
 8: 7:24,401'F53A'+01353'-00069'+00788'+07817'+07642'+00169'+00251'+01519'+01872'+00000'+02132'+00286'+00286'+00286'
 8: 7:24,672'F53A'+01354'-00069'+00788'+07817'+07642'+00169'+00251'+01519'+01872'+00000'+02132'+00286'+00286'+00286'
 8: 7:24,912'F53A'+01356'-00069'+00788'+07817'+07642'+00168'+00251'+01519'+01872'+00000'+02132'+00286'+00286'+00286'
 8: 7:25,167'F53A'+01357'-00069'+00788'+07817'+07642'+00168'+00251'+01519'+01872'+00000'+02132'+00286'+00286'+00286'
 8: 7:25,438'F53A'+01358'-00069'+00788'+07817'+07642'+00168'+00251'+01519'+01872'+00000'+02132'+00286'+00286'+00286'
 8: 7:25,678'F53A'+01360'-00069'+00790'+07817'+07642'+00168'+00251'+01519'+01872'+00000'+02132'+00286'+00286'+00286'
 8: 7:25,948'F53A'+01361'-00069'+00791'+07817'+07642'+00168'+00251'+01519'+01872'+00000'+02132'+00285'+00285'+00285'
 8: 7:26,174'F53A'+01362'-00069'+00791'+07817'+07642'+00167'+00251'+01519'+01872'+00000'+02131'+00285'+00285'+00285'
 8: 7:26,444'F53A'+01364'-00069'+00791'+07817'+07642'+00167'+00251'+01519'+01872'+00000'+02131'+00285'+00285'+00285'
 8: 7:26,685'F53A'+01365'-00069'+00788'+07817'+07642'+00167'+00251'+01519'+01872'+00000'+02131'+00285'+00285'+00285'
 8: 7:26,955'F53A'+01366'-00069'+00788'+07817'+07642'+00167'+00251'+01519'+01872'+00000'+02131'+00285'+00285'+00285'
 8: 7:27,210'F53A'+01368'-00069'+00788'+07817'+07644'+00166'+00251'+01519'+01872'+00000'+02131'+00285'+00285'+00285'
 8: 7:27,451'F53A'+01369'-00069'+00788'+07817'+07642'+00166'+00251'+01519'+01872'+00000'+02131'+00285'+00285'+00285'
 8: 7:27,691'F53A'+01370'-00069'+00788'+07817'+07642'+00166'+00251'+01519'+01872'+00000'+02131'+00284'+00284'+00284'
 8: 7:27,946'F53A'+01372'-00069'+00789'+07817'+07642'+00166'+00251'+01519'+01872'+00000'+02131'+00284'+00284'+00284'
 8: 7:28,217'F53A'+01373'-00069'+00788'+07817'+07642'+00166'+00251'+01519'+01872'+00000'+02131'+00284'+00284'+00284'
 8: 7:28,487'F53A'+01375'-00069'+00788'+07817'+07642'+00165'+00251'+01519'+01872'+00000'+02130'+00284'+00284'+00284'
 8: 7:28,773'F53A'+01376'-00069'+00788'+07816'+07642'+00165'+00251'+01519'+01872'+00000'+02130'+00284'+00284'+00284'
 8: 7:29, 28'F53A'+01378'-00069'+00788'+07817'+07642'+00165'+00251'+01519'+01872'+00000'+02130'+00284'+00284'+00284'
 8: 7:29,283'F53A'+01379'-00068'+00788'+07817'+07642'+00165'+00251'+01519'+01872'+00000'+02130'+00284'+00284'+00284'
 8: 7:29,539'F53A'+01380'-00069'+00788'+07817'+07642'+00165'+00251'+01519'+01872'+00000'+02130'+00284'+00284'+00284'
 8: 7:29,809'F53A'+01382'-00068'+00788'+07817'+07642'+00164'+00251'+01519'+01872'+00000'+02130'+00283'+00283'+00283'
 8: 7:30, 64'F53A'+01383'-00068'+00788'+07817'+07642'+00164'+00251'+01519'+01872'+00000'+02130'+00283'+00283'+00283'
 8: 7:30,335'F53A'+01384'-00068'+00788'+07817'+07642'+00164'+00251'+01519'+01872'+00000'+02130'+00283'+00283'+00283'
 8: 7:30,590'F53A'+01386'-00068'+00788'+07817'+07642'+00164'+00251'+01519'+01872'+00000'+02130'+00283'+00283'+00283'
 8: 7:30,861'F53A'+01387'-00068'+00789'+07817'+07642'+00164'+00251'+01519'+01872'+00000'+02130'+00283'+00283'+00283'
 8: 7:31,116'F53A'+01389'-00068'+00788'+07817'+07642'+00164'+00251'+01519'+01872'+00000'+02130'+00283'+00283'+00283'
 8: 7:31,386'F53A'+01390'-00068'+00790'+07817'+07642'+00163'+00251'+01519'+01872'+00000'+02129'+00283'+00283'+00283'
 8: 7:31,672'F53A'+01392'-00068'+00791'+07817'+07642'+00163'+00251'+01519'+01872'+00000'+02129'+00283'+00283'+00283'
 8: 7:31,912'F53A'+01393'-00068'+00789'+07817'+07642'+00163'+00251'+01519'+01872'+00000'+02129'+00283'+00283'+00283'
 8: 7:32,182'F53A'+01394'-00068'+00791'+07817'+07644'+00163'+00251'+01519'+01872'+00000'+02129'+00283'+00283'+00283'
 8: 7:32,408'F53A'+01396'-00068'+00790'+07817'+07642'+00163'+00251'+01519'+01872'+00000'+02129'+00283'+00283'+00283'
 8: 7:32,678'F53A'+01397'-00068'+00788'+07817'+07642'+00162'+00251'+01519'+01872'+00000'+02129'+00282'+00282'+00282'
 8: 7:32,918'F53A'+01398'-00068'+00789'+07817'+07642'+00162'+00251'+01519'+01872'+00000'+02129'+00282'+00282'+00282'
 8: 7:33,189'F53A'+01400'-00068'+00791'+07817'+07642'+00162'+00251'+01519'+01872'+00000'+02129'+00282'+00282'+00282'
 8: 7:33,444'F53A'+01401'-00068'+00790'+07817'+07642'+00162'+00251'+01519'+01872'+00000'+02129'+00282'+00282'+00282'
 8: 7:33,685'F53A'+01402'-00068'+00791'+07817'+07642'+00162'+00251'+01519'+01872'+00000'+02129'+00282'+00282'+00282'
 8: 7:33,940'F53A'+01404'-00068'+00791'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:34,180'F53A'+01405'-00068'+00791'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:34,451'F53A'+01406'-00068'+00790'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:34,691'F53A'+01408'-00068'+00791'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:34,961'F53A'+01409'-00068'+00788'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:35,217'F53A'+01410'-00068'+00788'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:35,457'F53A'+01412'-00068'+00788'+07817'+07642'+00160'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:35,728'F53A'+01413'-00068'+00788'+07817'+07642'+00160'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:35,968'F53A'+01415'-00068'+00788'+07817'+07644'+00160'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:36,208'F53A'+01416'-00068'+00788'+07817'+07642'+00160'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8: 7:36,464'F53A'+01417'-00068'+00789'+07817'+07642'+00160'+00251'+01519'+01872'+00000'+02128'+00281'+00281'+00281'
 8: 7:36,734'F53A'+01419'-00068'+00791'+07817'+07642'+00159'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:37,  4'F53A'+01420'-00068'+00790'+07817'+07642'+00159'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:37,260'F53A'+01421'-00067'+00791'+07817'+07642'+00159'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:37,545'F53A'+01423'-00067'+00791'+07817'+07642'+00159'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:37,816'F53A'+01424'-00067'+00791'+07817'+07644'+00159'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:38, 71'F53A'+01426'-00067'+00791'+07817'+07644'+00158'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:38,341'F53A'+01427'-00067'+00791'+07817'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:38,582'F53A'+01428'-00067'+00788'+07817'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:38,837'F53A'+01430'-00067'+00788'+07817'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:39, 77'F53A'+01431'-00067'+00788'+07817'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8: 7:39,348'F53A'+01433'-00067'+00788'+07816'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00280'+00280'+00280'
 8: 7:39,633'F53A'+01434'-00067'+00788'+07817'+07642'+00157'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:39,888'F53A'+01435'-00067'+00788'+07817'+07642'+00157'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:40,159'F53A'+01437'-00067'+00788'+07817'+07642'+00157'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:40,429'F53A'+01438'-00067'+00788'+07817'+07642'+00157'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:40,685'F53A'+01440'-00067'+00788'+07817'+07642'+00156'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:40,955'F53A'+01441'-00067'+00788'+07817'+07642'+00156'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:41,331'F53A'+01443'-00067'+00788'+07817'+07642'+00156'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:41,601'F53A'+01444'-00067'+00787'+07817'+07642'+00156'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:41,841'F53A'+01446'-00067'+00788'+07817'+07642'+00156'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:42, 97'F53A'+01447'-00067'+00788'+07817'+07642'+00156'+00251'+01519'+01872'+00000'+02126'+00280'+00280'+00280'
 8: 7:42,367'F53A'+01449'-00067'+00788'+07817'+07642'+00155'+00251'+01519'+01872'+00000'+02125'+00280'+00280'+00280'
 8: 7:42,652'F53A'+01450'-00067'+00788'+07817'+07642'+00155'+00251'+01519'+01872'+00000'+02125'+00280'+00280'+00280'
 8: 7:42,923'F53A'+01451'-00067'+00788'+07817'+07642'+00155'+00251'+01519'+01872'+00000'+02125'+00280'+00280'+00280'
 8: 7:43,208'F53A'+01453'-00067'+00789'+07817'+07642'+00155'+00251'+01519'+01872'+00000'+02125'+00279'+00279'+00279'
 8: 7:43,464'F53A'+01455'-00066'+00791'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00279'+00279'+00279'
 8: 7:43,734'F53A'+01456'-00066'+00790'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00279'+00279'+00279'
 8: 7:43,974'F53A'+01457'-00066'+00788'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00279'+00279'+00279'
 8: 7:44,245'F53A'+01459'-00066'+00788'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00279'+00279'+00279'
 8: 7:44,500'F53A'+01460'-00066'+00788'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00279'+00279'+00279'
 8: 7:44,755'F53A'+01461'-00066'+00789'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00279'+00279'+00279'
 8: 7:45, 26'F53A'+01463'-00066'+00790'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:45,266'F53A'+01464'-00066'+00791'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:45,537'F53A'+01465'-00066'+00791'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:45,777'F53A'+01467'-00066'+00790'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:46, 32'F53A'+01468'-00066'+00788'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:46,288'F53A'+01469'-00066'+00790'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:46,558'F53A'+01471'-00066'+00788'+07817'+07642'+00152'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:46,828'F53A'+01472'-00066'+00788'+07817'+07642'+00152'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:47, 69'F53A'+01473'-00066'+00788'+07817'+07642'+00152'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:47,324'F53A'+01475'-00066'+00788'+07817'+07642'+00152'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:47,565'F53A'+01476'-00066'+00788'+07817'+07642'+00152'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:47,835'F53A'+01478'-00066'+00788'+07817'+07642'+00152'+00251'+01519'+01872'+00000'+02124'+00279'+00279'+00279'
 8: 7:48, 90'F53A'+01479'-00066'+00788'+07816'+07642'+00151'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:48,361'F53A'+01480'-00066'+00788'+07817'+07642'+00151'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:48,616'F53A'+01482'-00066'+00788'+07817'+07642'+00151'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:48,886'F53A'+01483'-00066'+00788'+07817'+07642'+00151'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:49,142'F53A'+01485'-00066'+00791'+07816'+07642'+00151'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:49,382'F53A'+01486'-00066'+00791'+07816'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:49,653'F53A'+01487'-00066'+00790'+07817'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:49,893'F53A'+01489'-00066'+00791'+07817'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:50,163'F53A'+01490'-00066'+00788'+07817'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:50,419'F53A'+01491'-00066'+00788'+07817'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00279'+00279'+00279'
 8: 7:50,659'F53A'+01493'-00066'+00788'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00279'+00279'+00279'
 8: 7:50,929'F53A'+01494'-00066'+00788'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00279'+00279'+00279'
 8: 7:51,170'F53A'+01495'-00066'+00788'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00278'+00278'+00278'
 8: 7:51,425'F53A'+01497'-00066'+00788'+07816'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00279'+00279'+00279'
 8: 7:51,665'F53A'+01498'-00066'+00788'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00279'+00279'+00279'
 8: 7:51,906'F53A'+01499'-00066'+00788'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00279'+00279'+00279'
 8: 7:52,146'F53A'+01501'-00066'+00788'+07816'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00278'+00278'+00278'
 8: 7:52,386'F53A'+01502'-00066'+00788'+07816'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00278'+00278'+00278'
 8: 7:52,627'F53A'+01503'-00066'+00788'+07817'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00278'+00278'+00278'
 8: 7:52,912'F53A'+01505'-00066'+00788'+07816'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00278'+00278'+00278'
 8: 7:53,153'F53A'+01506'-00066'+00787'+07817'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00278'+00278'+00278'
 8: 7:53,393'F53A'+01507'-00066'+00788'+07816'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00278'+00278'+00278'
 8: 7:53,678'F53A'+01509'-00066'+00788'+07817'+07642'+00147'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:53,919'F53A'+01510'-00066'+00788'+07817'+07644'+00147'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:54,189'F53A'+01511'-00066'+00788'+07817'+07642'+00147'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:54,429'F53A'+01513'-00066'+00788'+07817'+07642'+00147'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:54,685'F53A'+01514'-00066'+00788'+07817'+07642'+00147'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:54,955'F53A'+01515'-00066'+00789'+07817'+07642'+00147'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:55,196'F53A'+01517'-00066'+00791'+07817'+07642'+00146'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:55,451'F53A'+01518'-00066'+00788'+07817'+07642'+00146'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:55,691'F53A'+01519'-00066'+00788'+07817'+07642'+00146'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:55,962'F53A'+01521'-00066'+00788'+07817'+07642'+00146'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:56,322'F53A'+01523'-00066'+00788'+07817'+07642'+00146'+00251'+01519'+01872'+00000'+02121'+00278'+00278'+00278'
 8: 7:56,593'F53A'+01524'-00066'+00791'+07817'+07642'+00145'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8: 7:56,848'F53A'+01525'-00066'+00790'+07817'+07644'+00145'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8: 7:57,103'F53A'+01527'-00066'+00791'+07817'+07642'+00145'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8: 7:57,359'F53A'+01528'-00066'+00791'+07817'+07642'+00145'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8: 7:57,614'F53A'+01530'-00066'+00790'+07817'+07642'+00145'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8: 7:57,884'F53A'+01531'-00066'+00790'+07817'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00277'+00277'+00277'
 8: 7:58,155'F53A'+01533'-00066'+00789'+07817'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00277'+00277'+00277'
 8: 7:58,410'F53A'+01534'-00066'+00788'+07817'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00277'+00277'+00277'
 8: 7:58,696'F53A'+01535'-00066'+00788'+07817'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00277'+00277'+00277'
 8: 7:58,951'F53A'+01537'-00066'+00788'+07817'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00277'+00277'+00277'
 8: 7:59,341'F53A'+01539'-00066'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8: 7:59,597'F53A'+01540'-00066'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8: 7:59,837'F53A'+01542'-00066'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8: 8: 0,108'F53A'+01543'-00066'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8: 8: 0,348'F53A'+01544'-00066'+00788'+07817'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8: 8: 0,618'F53A'+01546'-00066'+00789'+07817'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00276'+00276'+00276'
 8: 8: 0,904'F53A'+01547'-00066'+00791'+07817'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00276'+00276'+00276'
 8: 8: 1,159'F53A'+01549'-00066'+00790'+07817'+07642'+00141'+00251'+01519'+01872'+00000'+02118'+00276'+00276'+00276'
 8: 8: 1,429'F53A'+01550'-00066'+00790'+07817'+07644'+00141'+00251'+01519'+01872'+00000'+02118'+00276'+00276'+00276'
 8: 8: 1,670'F53A'+01551'-00066'+00788'+07817'+07642'+00141'+00251'+01519'+01872'+00000'+02118'+00276'+00276'+00276'
 8: 8: 1,925'F53A'+01553'-00066'+00788'+07817'+07642'+00141'+00251'+01519'+01872'+00000'+02118'+00276'+00276'+00276'
 8: 8: 2,196'F53A'+01554'-00066'+00788'+07817'+07642'+00141'+00251'+01519'+01872'+00000'+02118'+00276'+00276'+00276'
 8: 8: 2,451'F53A'+01555'-00066'+00788'+07817'+07642'+00141'+00251'+01519'+01872'+00000'+02118'+00276'+00276'+00276'
 8: 8: 2,721'F53A'+01557'-00066'+00788'+07817'+07642'+00140'+00251'+01519'+01872'+00000'+02118'+00276'+00276'+00276'
 8: 8: 2,992'F53A'+01558'-00066'+00788'+07817'+07642'+00140'+00251'+01519'+01872'+00000'+02118'+00276'+00276'+00276'
 8: 8: 3,247'F53A'+01560'-00066'+00788'+07817'+07642'+00140'+00251'+01519'+01872'+00000'+02118'+00275'+00275'+00275'
 8: 8: 3,502'F53A'+01561'-00066'+00788'+07817'+07642'+00140'+00251'+01519'+01872'+00000'+02118'+00275'+00275'+00275'
 8: 8: 3,758'F53A'+01563'-00066'+00788'+07817'+07642'+00140'+00251'+01519'+01872'+00000'+02118'+00275'+00275'+00275'
 8: 8: 3,998'F53A'+01564'-00066'+00788'+07817'+07642'+00140'+00251'+01519'+01872'+00000'+02118'+00275'+00275'+00275'
 8: 8: 4,254'F53A'+01565'-00066'+00788'+07817'+07642'+00139'+00251'+01519'+01872'+00000'+02117'+00275'+00275'+00275'
 8: 8: 4,524'F53A'+01567'-00066'+00788'+07819'+07642'+00139'+00251'+01519'+01872'+00000'+02117'+00275'+00275'+00275'
 8: 8: 4,764'F53A'+01568'-00066'+00786'+07817'+07642'+00139'+00251'+01519'+01872'+00000'+02117'+00275'+00275'+00275'
 8: 8: 5, 50'F53A'+01569'-00066'+00786'+07817'+07642'+00139'+00251'+01519'+01872'+00000'+02117'+00275'+00275'+00275'
 8: 8: 5,305'F53A'+01571'-00066'+00788'+07817'+07642'+00139'+00251'+01519'+01872'+00000'+02117'+00275'+00275'+00275'
 8: 8: 5,575'F53A'+01572'-00066'+00788'+07817'+07642'+00139'+00251'+01519'+01872'+00000'+02117'+00275'+00275'+00275'
 8: 8: 5,831'F53A'+01573'-00066'+00788'+07817'+07642'+00139'+00251'+01519'+01872'+00000'+02117'+00275'+00275'+00275'
 8: 8: 6,101'F53A'+01575'-00065'+00788'+07817'+07642'+00138'+00251'+01519'+01872'+00000'+02117'+00275'+00275'+00275'
 8: 8: 6,357'F53A'+01576'-00066'+00788'+07817'+07642'+00138'+00251'+01519'+01872'+00000'+02117'+00275'+00275'+00275'
 8: 8: 6,597'F53A'+01578'-00066'+00788'+07817'+07642'+00138'+00251'+01519'+01869'+30069'+02117'+00275'+00275'+00275'
 8: 8: 6,867'F53A'+01579'-00066'+00790'+07819'+07642'+00138'+00251'+01519'+01868'+12336'+02117'+00274'+00274'+00274'
 8: 8: 7,153'F53A'+01580'-00066'+00789'+07817'+07642'+00138'+00251'+01519'+01866'-05397'+02117'+00273'+00273'+00273'
 8: 8: 7,423'F53A'+01582'-00066'+00788'+07817'+07642'+00138'+00251'+01519'+01864'+24672'+02117'+00272'+00272'+00272'
 8: 8: 7,693'F53A'+01583'-00066'+00788'+07817'+07642'+00138'+00251'+01519'+01863'+06939'+02117'+00271'+00271'+00271'
 8: 8: 7,964'F53A'+01585'-00066'+00788'+07819'+07642'+00138'+00251'+01519'+01860'-28527'+02117'+00269'+00269'+00269'
 8: 8: 8,219'F53A'+01586'-00066'+00789'+07819'+07642'+00138'+00251'+01519'+01859'+19275'+02117'+00269'+00269'+00269'
 8: 8: 8,475'F53A'+01587'-00065'+00789'+07821'+07642'+00137'+00251'+01519'+01858'+01542'+02116'+00266'+00266'+00266'
 8: 8: 8,745'F53A'+01589'-00065'+00790'+07821'+07642'+00137'+00251'+01519'+01662'-02312'+02116'+00264'+00264'+00264'
 8: 8: 9,  0'F53A'+01590'-00065'+00791'+07819'+07642'+00137'+00251'+01519'+01660'+27757'+02116'+00263'+00263'+00263'
 8: 8: 9,271'F53A'+01591'-00065'+00788'+07819'+07644'+00137'+00251'+01519'+01657'-07710'+02116'+00260'+00260'+00260'
